"ID","ADDRESS","CITY","STATE","ZIP","ListPrice","BEDS","BATHS","LOCATION","SQFT","LotSize","YearBuilt","ParkingSpots","HasGarage","DOM","LastSaleDate","SoldPrev","Realty","LATITUDE","LONGITUDE","ShortSale"
4428554,"3543 Vincent Ave N","Minneapolis","MN",55412,179900,3,"1,75","Cleveland",1914,6098,1925,2,"Garage",75,31/1/2011,"Y","Keller Williams Integrity Realty WI/MN","45,020073","-93,316246","N"
4401318,"3546 Logan Ave N","Minneapolis","MN",55412,69900,2,"1,5","Folwell",1264,5227,1926,1,"Garage",137,,"N","Weichert, Realtors-Premier","45,019947","-93,302811","N"
4437542,"3549 Holmes Ave","Minneapolis","MN",55408,419000,3,2,"ECCO",1495,5662,1954,2,"Garage",20,19/4/2013,"Y","Edina Realty, Inc.","44,937969","-93,299271","N"
4435424,"3550 Benjamin St NE","Minneapolis","MN",55418,215900,4,"1,75","Waite Park",2384,6534,1985,2,"Garage",40,10/2/2010,"Y","J3 Realty Group","45,032902","-93,229851","N"
4427019,"3550 Newton Ave N","Minneapolis","MN",55412,90000,3,1,"Folwell",1847,5227,1941,2,"Garage",82,,"N","RE/MAX Results","45,020077","-93,305367","Y"
4428128,"3551 N 4th St","Minneapolis","MN",55412,32500,2,2,"McKinley",858,6534,1913,2,"Garage",77,,"N","The Realty House","45,019955","-93,285408","N"
4432809,"3551 Newton Ave N","Minneapolis","MN",55412,64000,3,1,"Folwell",1794,,1947,2,"Garage",54,,"N","RE/MAX Results","45,020084","-93,306099","N"
4434741,"3551 Spain Pl","Minneapolis","MN",55418,205000,4,"1,75","Columbia Park",1796,23958,1956,1,"Garage",43,,"N","RE/MAX Specialists","45,033161","-93,2575","N"
4435179,"3553 43rd Ave S","Minneapolis","MN",55406,109000,1,1,"Howe",1122,5227,1920,2,"Garage",41,,"N","Banneker Realty, LLC","44,938129","-93,211113","N"
4439406,"3553 4th Ave S","Minneapolis","MN",55408,87900,2,1,"Central",1150,7840,1900,1,"Garage",12,8/2/2008,"Y","RE/MAX Advantage Plus","44,937962","-93,269806","N"
4439576,"3555 Queen Ave N","Minneapolis","MN",55412,129900,3,2,"Cleveland",1540,8276,1924,2,"Garage",12,,"N","TLC Real Estate LLC","45,020283","-93,309898","N"
4424985,"3559 Pierce St NE","Minneapolis","MN",55418,164900,3,"1,75","Waite Park",1430,5227,1926,2,"Garage",89,14/1/2011,"Y","Coldwell Banker Burnet","45,032928","-93,240562","N"
4439463,"3559 Thomas Ave N","Minneapolis","MN",55412,134900,3,"1,75","Cleveland",1662,4356,1976,2,"Garage",12,,"N","Advisors Realty Inc.","45,020332","-93,313705","N"
4425762,"3562 Taylor St NE","Minneapolis","MN",55418,143900,2,1,"Waite Park",1152,6534,1950,1,"Garage",86,,"N","RE/MAX Results","45,033108","-93,243843","N"
4407995,"357 Ramsey St","St. Paul","MN",55102,449000,3,"3,5","Summit-University",2588,5662,1999,4,"Garage",137,,"N","Edina Realty, Inc.","44,941654","-93,115059","N"
4419860,"359 Cleveland Ave N","St. Paul","MN",55104,279900,4,"1,5","Merriam Park/Lexington-Hamline",2568,3049,1907,0,"No Garage",106,24/2/2010,"Y","Coldwell Banker Burnet","44,952145","-93,187653","N"
4424175,"3605 Garfield Ave S","Minneapolis","MN",55409,199900,3,1,"King Field",1092,3484,1917,0,"No Garage",92,,"N","The Realty House","44,937473","-93,286636","N"
4412515,"3608 E 50th St","Minneapolis","MN",55417,229000,4,"1,75","Minnehaha",1435,5227,1909,2,"Garage",119,,"N","Home Avenue - FSBO","44,912755","-93,219996","N"
4438516,"3609 18th Ave S","Minneapolis","MN",55407,189900,3,"1,75","Powderhorn Park",1806,4791,1957,1,"Garage",15,3/9/2013,"Y","Keller Williams Integrity","44,937416","-93,248268","N"
4433948,"3609 S 36th Ave","Minneapolis","MN",55406,184900,2,1,"Howe",850,5227,1925,2,"Garage",48,,"N","Weichert Realtors, MN Real Estate Options","44,937428","-93,220047","N"
4435465,"3610 Mckinley St NE","Minneapolis","MN",55418,234900,4,"1,75","Waite Park",1612,6098,1966,2,"Garage",39,,"N","Keller Williams Classic Realty NW","45,033901","-93,228569","Y"
4416009,"3614 Stinson Blvd NE","Minneapolis","MN",55418,129900,2,1,"Waite Park",1004,6534,1981,2,"Garage",117,,"N","Realty Group, Inc.","45,034046","-93,227318","N"
4380373,"3615 Girard Ave N","Minneapolis","MN",55412,79900,3,1,"Folwell",1279,4791,1916,1,"Garage",137,25/1/2011,"Y","Prime Real Estate Inc","45,020844","-93,297195","N"
4394151,"3616 Chicago Ave","Minneapolis","MN",55407,129900,3,"2,25","Central",2302,5227,1906,4,"Garage",137,,"N","Edina Realty, Inc.","44,937149","-93,262909","Y"
4429156,"362 Jenks Ave","St. Paul","MN",55101,34900,2,1,"Payne-Phalen",907,3571,1909,0,"No Garage",72,,"N","Keller Williams Premier Realty","44,97076","-93,085213","N"
4440430,"3620 44th Ave S","Minneapolis","MN",55406,269900,3,1,"Howe",1469,5662,1929,1,"Garage",7,,"N","Coldwell Banker Burnet","44,937168","-93,210571","N"
4428152,"3621 Portland Ave","Minneapolis","MN",55407,229900,4,3,"Central",2312,4356,1914,1,"Garage",77,18/7/2013,"Y","Weichert Realtors, MN Real Estate Options","44,93697","-93,267166","N"
4436783,"363 Sidney St E","St. Paul","MN",55107,75000,2,1,"West Side",640,4791,1956,1,"Garage",27,,"N","Realty Executives Results","44,924202","-93,070099","N"
4438518,"3631 Russell Ave N","Minneapolis","MN",55412,134900,3,1,"Cleveland",1295,5227,1928,1,"Garage",15,24/6/2013,"Y","Coldwell Banker Burnet","45,021439","-93,311188","N"
4414616,"3634 Humboldt Ave N","Minneapolis","MN",55412,145000,3,"1,5","Folwell",1592,,1927,2,"Garage",119,,"N","Counselor Realty, Inc","45,021412","-93,297729","N"
4436609,"3634 Vincent Ave N","Minneapolis","MN",55412,139900,3,1,"Cleveland",1380,5662,1945,1,"Garage",30,,"N","Counselor Realty, Inc.","45,021553","-93,315544","N"
4422764,"3635 2 1/2 St NE","Minneapolis","MN",55418,149900,3,1,"Columbia Park",1292,5227,1942,2,"Garage",97,,"N","Keller Williams Integrity","45,034411","-93,264902","N"
4437342,"3635 Queen Ave N","Minneapolis","MN",55412,130000,3,1,"Cleveland",1330,5227,1939,2,"Garage",22,,"N","Counselor Realty, Inc","45,021553","-93,309914","N"
4437757,"3638 Thomas Ave N","Minneapolis","MN",55412,112500,3,1,"Cleveland",1525,5227,1885,2,"Garage",19,16/9/2013,"Y","Counselor Realty, Inc.","45,021675","-93,312996","N"
4420132,"3642 Girard Ave N","Minneapolis","MN",55412,89900,3,1,"Folwell",1036,4791,1908,2,"Garage",105,29/3/2013,"Y","RE/MAX Results","45,021603","-93,296486","N"
4414968,"3643 Main St NE","Minneapolis","MN",55418,169900,4,"1,5","Columbia Park",1470,5227,1958,1,"Garage",119,,"N","Edina Realty, Inc.","45,034935","-93,267296","N"
4437298,"3649 36th Ave S","Minneapolis","MN",55406,159900,2,"1,75","Howe",1095,5662,1920,2,"Garage",22,25/6/2009,"Y","Keller Williams Integrity","44,936272","-93,220039","Y"
4366135,"3649 N Newton Ave","Minneapolis","MN",55412,78000,3,"1,5","Folwell",1580,6098,1915,1,"Garage",137,28/2/2011,"Y","The Ewing Group, LLC","45,021851","-93,306099","N"
4414297,"365 Curtice St E","St. Paul","MN",55107,50000,3,2,"West Side",1080,4791,1898,2,"Garage",119,15/1/2009,"Y","Realty Group, Inc.","44,923306","-93,070122","N"
4436207,"367 Bates Ave","St. Paul","MN",55106,59900,4,"1,5","Dayton's Bluff",1922,3484,1900,0,"No Garage",34,,"N","RE/MAX Results","44,957249","-93,070892","N"
4437909,"3700 Minnehaha Ave","Minneapolis","MN",55406,189900,4,"1,5","Howe",1344,8276,1905,2,"Garage",19,,"N","River Realty","44,935703","-93,225563","N"
4439973,"3700 Park Ave","Minneapolis","MN",55407,135900,3,"1,5","Central",1420,8712,1910,2,"Garage",9,,"N","The Realty House","44,935768","-93,265465","N"
4147212,"3701 E 47th St","Minneapolis","MN",55406,596370,4,"3,25","Ericsson",2681,3920,2012,2,"Garage",137,,"N","Real Estate Masters, Ltd.","44,917683","-93,218826","N"
4415310,"3704 35th Ave S","Minneapolis","MN",55406,139900,1,"1,5","Howe",830,,1916,1,"Garage",119,,"N","Boardwalk Realty Inc","44,935509","-93,222023","N"
4415180,"371 Cook Ave E","St. Paul","MN",55130,150000,4,1,"Payne-Phalen",1842,4791,1910,2,"Garage",119,11/6/2009,"Y","RE/MAX Results","44,973083","-93,084801","N"
4423031,"3710 Vincent Ave S","Minneapolis","MN",55410,949900,4,"3,5","Linden Hills",3625,6098,1979,2,"Garage",96,,"N","Lakes Sotheby's International","44,934601","-93,316811","N"
4429584,"3715 Logan Ave N","Minneapolis","MN",55412,58000,3,1,"Folwell",1119,4791,1923,2,"Garage",70,,"N","RE/MAX Results","45,022694","-93,303574","N"
4417810,"372 Cook Ave E","St. Paul","MN",55130,119900,3,"1,5","Payne-Phalen",1504,3484,1884,0,"No Garage",112,,"N","Coldwell Banker Burnet","44,972641","-93,08474","N"
4429313,"3721 12th Ave S","Minneapolis","MN",55407,99900,1,1,"Powderhorn Park",764,6098,1916,1,"Garage",71,,"N","Realty Group, Inc.","44,935104","-93,257057","N"
4438561,"3721 39th St W","Minneapolis","MN",55410,824110,4,3,"Linden Hills",3298,7840,2014,2,"Garage",15,20/9/2013,"Y","Ridge Creek Realty LLC","44,932201","-93,327393","N"
4414451,"3722 Oakland Ave","Minneapolis","MN",55407,189900,3,"1,5","Central",1392,,1916,1,"Garage",119,30/5/2013,"Y","Weichert Realtors, MN Real Estate Options","44,935104","-93,26664","N"
4434430,"3726 N 6th St","Minneapolis","MN",55412,94900,3,1,"McKinley",1080,7840,1950,1,"Garage",44,30/11/2009,"Y","Keller Williams Integrity Rlty","45,023079","-93,286095","N"
4429511,"3727 Sheridan Ave N","Minneapolis","MN",55412,154900,4,"1,75","Cleveland",2190,5227,1931,2,"Garage",70,,"N","Minnesota Home Venture, Inc.","45,023071","-93,312492","N"
4425748,"3727 Thomas Ave N","Minneapolis","MN",55412,78000,2,1,"Cleveland",966,5227,1920,1,"Garage",86,8/7/2010,"Y","Edina Realty, Inc.","45,023071","-93,313766","N"
4430618,"3736 11th Ave S","Minneapolis","MN",55407,189995,2,1,"Powderhorn Park",1256,4791,1918,2,"Garage",65,,"N","RE/MAX Results","44,934826","-93,259064","N"
4421652,"3736 47th Ave S","Minneapolis","MN",55406,479000,4,"1,75","Howe",2277,4791,1940,2,"Garage",100,,"N","Edina Realty, Inc.","44,934689","-93,206757","N"
4440625,"3748 Calhoun Pkwy W","Minneapolis","MN",55410,1789411,3,"2,75","Linden Hills",2855,3920,2013,2,"Garage",6,18/12/2012,"Y","Ridge Creek Realty LLC","44,934776","-93,31562","N"
4410313,"3758 Upton Ave N","Minneapolis","MN",55412,69000,2,1,"Cleveland",1060,5227,1925,2,"Garage",134,,"N","RE/MAX Metro Elite","45,023945","-93,314339","Y"
4436342,"3760 W Calhoun Pkwy","Minneapolis","MN",55410,1695000,4,4,"Linden Hills",5581,15245,1929,3,"Garage",33,1/8/2012,"Y","Edina Realty, Inc.","44,934788","-93,314468","N"
4440283,"3800 43rd Ave S","Minneapolis","MN",55406,182900,2,"1,75","Howe",2258,5662,1925,1,"Garage",8,,"N","RE/MAX Advantage Plus","44,934128","-93,211838","N"
4431845,"3804 W 52nd St","Minneapolis","MN",55410,650000,4,"3,5","Fulton",3024,,1946,2,"Garage",57,6/6/2013,"Y","RE/MAX Results","44,909157","-93,328186","N"
4417719,"3806 Lyndale Ave N","Minneapolis","MN",55412,129900,5,2,"Webber - Camden",2012,,1922,3,"Garage",112,11/3/2011,"Y","Vibrant Realty","45,024178","-93,287628","N"
4440950,"3809 38th Ave S","Minneapolis","MN",55406,164500,2,1,"Howe",899,5227,1900,2,"Garage",5,10/4/2009,"Y","Bjorklund Realty, Inc.","44,933861","-93,217514","N"
4424819,"381 Lawson Ave E","St. Paul","MN",55130,189900,4,3,"Payne-Phalen",1768,3920,1909,2,"Garage",90,9/1/2012,"Y","RE/MAX Results","44,972153","-93,084404","N"
4423481,"3810 Upton Ave N","Minneapolis","MN",55412,189900,3,1,"Victory",1682,5227,1929,2,"Garage",95,,"N","Lakes Area Realty","45,024467","-93,314346","Y"
4428141,"3812 23rd Ave S","Minneapolis","MN",55407,140000,2,"1,5","Standish",1366,5227,1921,2,"Garage",77,,"N","The Realty House","44,93364","-93,238808","N"
4428265,"3812 Snelling Ave","Minneapolis","MN",55406,95000,2,1,"Howe",1396,5662,1907,2,"Garage",76,,"N","The Realty House","44,933567","-93,225761","N"
4438369,"3813 28th Ave S","Minneapolis","MN",55406,108000,2,1,"Standish",1289,4791,1915,2,"Garage",16,,"N","RE/MAX Results","44,93362","-93,231735","N"
4441464,"3814 Columbus Ave","Minneapolis","MN",55407,229900,3,"1,75","Bryant",2095,6098,1914,1,"Garage",2,,"N","Coldwell Banker Burnet","44,933697","-93,264091","N"
4395723,"3815 26th Ave S","Minneapolis","MN",55406,159777,3,1,"Standish",1144,5227,1918,1,"Garage",137,12/11/2008,"Y","Cedar Realty LLC","44,933632","-93,234299","N"
4440245,"3823 Fremont Ave N","Minneapolis","MN",55412,48900,3,"1,75","Webber - Camden",1618,4791,1952,2,"Garage",8,,"N","Realty 32","45,024677","-93,295967","N"
4439580,"3823 Xerxes Ave S","Minneapolis","MN",55410,841100,4,"3,25","Linden Hills",2894,5662,2014,2,"Garage",12,,"N","Ridge Creek Realty LLC","44,93362","-93,318602","N"
4430486,"3823 York Ave S","Minneapolis","MN",55410,665000,4,"1,75","Linden Hills",2628,10454,1954,2,"Garage",67,,"N","Counselor Realty, Inc.","44,933239","-93,31971","N"
4429230,"3826 Aldrich Ave N","Minneapolis","MN",55412,44900,2,"1,75","Webber - Camden",1728,4791,1924,2,"Garage",71,,"N","Aden Realty, LLC","45,024742","-93,288963","N"
4428970,"3826 Upton Ave N","Minneapolis","MN",55412,93408,2,"0,75","Victory",672,5227,1922,1,"Garage",72,13/6/2013,"Y","RE/MAX Results","45,02494","-93,314354","N"
4431126,"3828 Standish Ave","Minneapolis","MN",55407,114900,1,1,"Standish",632,5227,1917,1,"Garage",63,,"N","Better Homes and Gardens Real Estate-All Seasons","44,93314","-93,240082","N"
4431449,"3835 Emerson Ave N","Minneapolis","MN",55412,89900,3,"1,5","Webber - Camden",1812,5227,1916,2,"Garage",57,,"N","Weichert, Realtors-Advantage","45,024994","-93,294724","N"
4439106,"3836 Oakland Ave","Minneapolis","MN",55407,137900,2,"1,75","Bryant",1776,4791,1905,1,"Garage",13,22/2/2010,"Y","J A Cadwallader Real Estate","44,932972","-93,266624","N"
4432153,"3840 Harriet Ave S","Minneapolis","MN",55409,379900,3,"1,75","King Field",2100,5227,1910,2,"Garage",57,,"N","Edina Realty, Inc.","44,932838","-93,286018","N"
4436969,"3841 17th Ave S","Minneapolis","MN",55407,114900,2,1,"Bancroft",960,5662,1911,2,"Garage",26,,"N","The Realty House","44,932705","-93,249481","N"
4427038,"3842 Aldrich Ave N","Minneapolis","MN",55412,79900,3,1,"Webber - Camden",1404,4791,1919,1,"Garage",82,,"N","The Realty House","45,025185","-93,288963","N"
4405913,"3844 Emerson Ave N","Minneapolis","MN",55412,99900,2,1,"Webber - Camden",1000,5227,1910,2,"Garage",137,,"N","Weichert, Realtors-Advantage","45,025314","-93,293999","N"
4433681,"3844 Xerxes Ave S","Minneapolis","MN",55410,950000,4,4,"Linden Hills",4141,7840,1955,2,"Garage",49,26/9/2013,"Y","RE/MAX Results","44,932465","-93,319191","N"
4427744,"3849 24th Ave S","Minneapolis","MN",55406,169900,2,1,"Standish",1065,4791,1925,2,"Garage",77,,"N","Prudential Lovejoy Realty","44,932652","-93,236801","N"
4441434,"3849 Harriet Ave","Minneapolis","MN",55409,329900,4,1,"King Field",1654,5227,1910,2,"Garage",2,,"N","Coldwell Banker Burnet","44,932636","-93,285286","N"
4434398,"3851 20th Ave S","Minneapolis","MN",55407,249900,3,2,"Standish",1909,4791,1925,1,"Garage",44,11/7/2013,"Y","RE/MAX Results","44,932537","-93,243172","N"
4432085,"3853 Harriet Ave S","Minneapolis","MN",55409,249900,4,"1,75","King Field",2456,5227,1911,3,"No Garage",57,14/10/2009,"Y","Banneker Realty, LLC","44,932529","-93,285286","N"
4417305,"3854 Russell Ave N","Minneapolis","MN",55412,76000,3,1,"Victory",1200,5227,1939,1,"Garage",114,,"N","Lino Lakes Real Estate Group","45,025631","-93,310555","Y"
4426822,"3900 Xerxes Ave S","Minneapolis","MN",55410,1295000,4,"4,75","Linden Hills",4056,8712,1927,3,"Garage",82,,"N","Coldwell Banker Burnet","44,932133","-93,319199","N"
4437539,"3905 Cedar Ave S","Minneapolis","MN",55407,169900,3,2,"Standish",1930,4791,1914,2,"No Garage",20,18/9/2013,"Y","RE/MAX Results","44,932064","-93,246941","N"
4435011,"3905 Oakland Ave","Minneapolis","MN",55407,106900,2,1,"Bryant",1237,4791,1919,0,"No Garage",41,,"N","RE/MAX Advantage Plus","44,932102","-93,265938","N"
4410406,"3906 Girard Ave N","Minneapolis","MN",55412,89900,3,1,"Webber - Camden",1010,5662,1917,2,"Garage",134,,"N","VSM Real Estate LLC","45,026051","-93,296547","N"
4378100,"3909 40th Ave S","Minneapolis","MN",55406,193000,3,1,"Howe",1407,5227,1977,4,"Garage",137,,"N","RE/MAX Results","44,932102","-93,214943","N"
4439225,"3913 Ewing Ave S","Minneapolis","MN",55410,849900,4,"3,25","Linden Hills",3689,5227,2014,2,"Garage",13,,"N","RE/MAX Results","44,932026","-93,327556","N"
4439281,"3915 Drew Ave S","Minneapolis","MN",55410,1250000,5,4,"Linden Hills",4846,7840,2013,2,"Garage",12,,"N","RE/MAX Results","44,931889","-93,326111","N"
4434484,"3916 Snelling Ave","Minneapolis","MN",55406,89900,3,"1,5","Howe",784,6098,1914,1,"Garage",44,,"N","Keller Williams Premier Realty","44,931702","-93,224396","N"
4439181,"3917 Ewing Ave S","Minneapolis","MN",55410,849900,4,"3,25","Linden Hills",3689,5227,2014,2,"Garage",13,15/11/2013,"Y","RE/MAX Results","44,93187","-93,327393","N"
4438135,"3925 20th Ave S","Minneapolis","MN",55407,139900,2,"1,25","Standish",1272,4791,1913,2,"Garage",18,,"N","RE/MAX Results","44,931515","-93,243164","N"
4427396,"3926 Emerson Ave N","Minneapolis","MN",55412,80000,3,1,"Webber - Camden",1295,4791,1917,2,"Garage",77,,"N","The Realty House","45,026588","-93,294029","N"
4425566,"3928 Drew Ave S","Minneapolis","MN",55410,1050000,5,"3,25","Linden Hills",3612,5227,2014,2,"Garage",86,10/9/2013,"Y","RE/MAX Results","44,931473","-93,326843","N"
4428634,"3931 Queen Ave N","Minneapolis","MN",55412,89900,2,1,"Victory",1233,5227,1924,1,"Garage",75,25/6/2009,"Y","Area Realty Professionals, LLC","45,02681","-93,310028","N"
4439114,"3932 Drew Ave S","Minneapolis","MN",55410,999000,5,"3,25","Linden Hills",3517,4791,2013,2,"Garage",13,30/4/2013,"Y","RE/MAX Results","44,931313","-93,326851","N"
4415331,"3932 Oakland Ave","Minneapolis","MN",55407,226000,5,2,"Bryant",1672,,1911,2,"Garage",119,22/3/2013,"Y","Edina Realty, Inc.","44,931286","-93,266617","N"
4364334,"3934 Drew Ave S","Minneapolis","MN",55410,899900,5,"3,25","Linden Hills",3467,4791,2013,2,"Garage",137,16/8/2013,"Y","RE/MAX Results","44,931695","-93,326672","N"
4363918,"3939 Upton Ave N","Minneapolis","MN",55412,99900,3,"0,75","Victory",1008,5227,1924,1,"Garage",137,,"N","RE/MAX Results","45,027035","-93,315132","Y"
4419775,"3942 Colfax Ave N","Minneapolis","MN",55412,54500,3,1,"Webber - Camden",1304,,1928,2,"Garage",106,18/11/2008,"Y","Minnesota REO Group LLC","45,027008","-93,291512","N"
4390515,"3946 Fremont Ave N","Minneapolis","MN",55412,120000,3,1,"Webber - Camden",1450,4791,1922,1,"Garage",137,,"N","Counselor Realty, Inc","45,027138","-93,295311","N"
4421303,"3948 46th Ave S","Minneapolis","MN",55406,169900,2,1,"Howe",932,4791,1915,1,"Garage",103,,"N","Coldwell Banker Burnet","44,931061","-93,208015","N"
4433920,"3951 Sheridan Ave N","Minneapolis","MN",55412,135000,2,"1,75","Victory",1320,5227,1923,1,"Garage",48,,"N","Keller Williams Classic Realty","45,027363","-93,312592","N"
4438862,"3955 Queen Ave N","Minneapolis","MN",55412,154900,3,1,"Victory",1135,,1925,2,"Garage",14,,"N","RE/MAX Results","45,027466","-93,310036","N"
4437742,"3957 23rd Ave S","Minneapolis","MN",55407,224900,2,1,"Standish",1250,4356,1915,3,"Garage",19,,"N","Creek Realty","44,930668","-93,238106","N"
4423775,"3957 45th Ave S","Minneapolis","MN",55406,148800,2,1,"Howe",668,,1927,2,"Garage",93,,"N","Coldwell Banker Burnet","44,930832","-93,208549","N"
4440242,"4 Battle Creek Ct","St. Paul","MN",55119,195000,3,"1,75","Battle Creek-Highwood",1996,7840,1967,2,"Garage",8,27/2/2009,"Y","Keller Williams Integrity RE","44,944675","-93,023735","N"
4401879,"4000 Bryant Ave N","Minneapolis","MN",55412,115000,4,"1,5","Webber - Camden",1769,6969,1994,1,"Garage",137,,"N","The Ewing Group, LLC","45,02774","-93,29026","N"
4435158,"4003 S Nokomis Ave","Minneapolis","MN",55406,129900,2,1,"Standish",690,5227,1915,1,"Garage",41,,"N","V.I.P. Realty LLC","44,930248","-93,227943","N"
4421380,"4004 Cedar Ave S","Minneapolis","MN",55407,185000,3,"1,75","Bancroft",1868,5227,1912,1,"Garage",103,29/5/2008,"Y","RE/MAX Results","44,930202","-93,247719","Y"
4439279,"4005 Chowen Ave S","Minneapolis","MN",55410,1199900,5,"3,5","Linden Hills",4434,6534,2014,3,"Garage",12,26/8/2013,"Y","RE/MAX Results","44,930218","-93,324837","N"
4441669,"4020 27th Ave S","Minneapolis","MN",55406,199900,3,1,"Standish",1168,5227,1920,2,"Garage",1,,"N","Coldwell Banker Burnet","44,929806","-93,233765","N"
4431292,"4021 Colfax Ave S","Minneapolis","MN",55409,875000,5,"3,5","East Harriet",3303,5662,2005,3,"Garage",63,,"N","Exit Realty Nexus","44,929779","-93,29171","N"
4433300,"4022 Humboldt Ave N","Minneapolis","MN",55412,119900,4,2,"Webber - Camden",1400,5662,2007,2,"Garage",50,,"N","Keller Williams Integrity RE","45,02811","-93,298061","N"
4418194,"4024 37th Ave S","Minneapolis","MN",55406,179900,3,"1,5","Hiawatha",1258,5227,1902,1,"Garage",111,11/6/2013,"Y","Weichert Realtors, MN Real Estate Options","44,929783","-93,219498","N"
4432136,"4027 24th Ave S","Minneapolis","MN",55406,167500,3,"1,75","Standish",1072,4791,1926,2,"Garage",57,28/9/2008,"Y","Coldwell Banker Burnet","44,929596","-93,236809","N"
4419590,"4029 Chicago Ave","Minneapolis","MN",55407,139900,2,1,"Bancroft",952,4791,1915,2,"Garage",107,5/11/2007,"Y","Keller Williams Classic Realty NW","44,929634","-93,2621","Y"
4436642,"4038 Thomas Ave N","Minneapolis","MN",55412,124900,3,1,"Victory",1176,5227,1926,4,"Garage",30,,"N","Counselor Realty, Inc.","45,028839","-93,313171","N"
4407496,"4045 Longfellow Ave","Minneapolis","MN",55407,205900,2,1,"Standish",1400,4791,1942,1,"Garage",137,,"N","RE/MAX Professionals","44,92915","-93,245697","N"
4422641,"4050 40th Ave S","Minneapolis","MN",55406,425000,5,"3,5","Hiawatha",3456,5227,2013,2,"Garage",97,,"N","RE/MAX Metro Elite","44,929043","-93,215668","N"
4437493,"4053 18th Ave S","Minneapolis","MN",55407,187500,3,"1,5","Bancroft",1620,3484,1964,1,"Garage",20,,"N","Keller Williams Integrity","44,928791","-93,248337","N"
4436581,"406 Wheeler St N","St. Paul","MN",55104,169900,4,"1,75","Merriam Park/Lexington-Hamline",1717,,1919,4,"Garage",30,,"N","High Pointe Realty, Inc.","44,95343","-93,174278","N"
4420160,"41 Morningside Dr","St. Paul","MN",55119,205000,5,"2,25","Battle Creek-Highwood",1852,9147,1965,2,"Garage",105,,"N","Keller Williams Premier Realty","44,939888","-93,00914","N"
4401035,"410 Baker St W","St. Paul","MN",55107,125000,4,"1,5","West Side",1320,3920,1900,1,"Garage",137,,"N","RE/MAX Results","44,926365","-93,102654","N"
4438748,"4101 17th Ave S","Minneapolis","MN",55407,230000,2,1,"Bancroft",1453,6098,1936,2,"Garage",14,,"N","Edina Realty, Inc.","44,92849","-93,249458","N"
4410852,"4109 13th Ave S","Minneapolis","MN",55407,179900,3,1,"Bancroft",1203,6098,1927,2,"Garage",119,10/10/2008,"Y","Keller Williams Classic Realty NW","44,928307","-93,255829","N"
4439537,"411 Pascal St S","St. Paul","MN",55105,559900,5,"3,25","Macalester-Groveland",3209,,2013,4,"Garage",12,9/9/2013,"Y","Oakwood Realty, LLC.","44,92907","-93,1623","N"
4428875,"4111 38th Ave S","Minneapolis","MN",55406,184900,2,2,"Hiawatha",1420,5227,1911,2,"Garage",74,,"N","Keller Williams Integrity RE","44,928329","-93,217506","N"
4441176,"4111 Thomas Ave N","Minneapolis","MN",55412,159900,3,"1,75","Victory",1505,5227,1924,3,"Garage",5,13/9/2013,"Y","RE/MAX Results","45,029854","-93,313942","N"
4438579,"4116 Queen Ave S","Minneapolis","MN",55410,2100000,4,4,"Linden Hills",4514,12196,2013,4,"Garage",15,19/8/2013,"Y","Coldwell Banker Burnet","44,928116","-93,31015","N"
4440692,"412 Winslow Ave","St. Paul","MN",55107,179900,2,"1,5","West Side",1220,7405,1909,1,"Garage",6,,"N","Edina Realty, Inc.","44,933514","-93,089203","N"
4439233,"4134 41st Ave S","Minneapolis","MN",55406,139900,2,"0,75","Hiawatha",833,5227,1912,1,"Garage",13,,"N","Edward T Boyle","44,927692","-93,214401","N"
4410089,"4134 THOMAS Ave N","Minneapolis","MN",55412,164900,3,"1,5","Victory",1676,4791,1950,2,"Garage",136,22/7/2013,"Y","RE/MAX Advisors","45,030525","-93,313202","N"
4437495,"4138 42nd Ave S","Minneapolis","MN",55406,159900,1,1,"Hiawatha",750,4791,1909,1,"Garage",20,,"N","Coldwell Banker Burnet","44,927593","-93,213127","N"
4403464,"414 Baker St W","St. Paul","MN",55107,147567,3,1,"West Side",1344,7840,1925,2,"Garage",137,,"N","RE/MAX Results","44,926289","-93,102859","N"
4432325,"4140 Park Ave","Minneapolis","MN",55407,220000,4,2,,2736,4791,1915,2,"Garage",57,,"N","Kay Ireland, Inc",,,"N"
4430600,"4141 23rd Ave S","Minneapolis","MN",55407,179900,2,1,"Standish",1022,4791,1914,1,"Garage",65,15/9/2008,"Y","Coldwell Banker Burnet","44,927486","-93,238113","N"
4440880,"4154 18th Ave S","Minneapolis","MN",55407,224900,3,"1,75","Bancroft",1980,5227,1909,2,"Garage",6,15/8/2013,"Y","Counselor Realty, Inc","44,927219","-93,248932","N"
4441362,"4158 18th Ave S","Minneapolis","MN",55407,245000,3,"1,75","Bancroft",1482,4791,1914,2,"Garage",2,,"N","RE/MAX Results","44,927109","-93,24894","N"
4414819,"4166 Burton Ln","Minneapolis","MN",55406,349500,4,"2,25","Hiawatha",1916,7405,1961,2,"Garage",119,,"N","Coldwell Banker Burnet","44,92728","-93,205803","N"
4377088,"42 Park Ln","Minneapolis","MN",55416,3775000,4,"4,5","Cedar - Isles - Dean",5670,15245,2000,3,"Garage",137,,"N","Lakes Sotheby's International","44,954094","-93,319405","N"
4436914,"4206 Colfax Ave N","Minneapolis","MN",55412,75000,4,2,"Webber - Camden",2163,6534,1904,1,"Garage",26,,"N","Best Realty Inc","45,031807","-93,291573","N"
