"ID","ADDRESS","CITY","STATE","ZIP","ListPrice","BEDS","BATHS","LOCATION","SQFT","LotSize","YearBuilt","ParkingSpots","HasGarage","DOM","LastSaleDate","SoldPrev","Realty","LATITUDE","LONGITUDE","ShortSale"
4394547,"1862 Nevada Ave E","St. Paul","MN",55119,146900,3,2,"Greater East Side",2020,5227,1930,1,"Garage",137,,"N","Keller Williams Premier Realty","44,985382","-93,021698","N"
4408908,"1866 Ivan Way","St. Paul","MN",55116,239900,2,1,"West Seventh",1324,5227,2004,2,"Garage",137,,"N","Keller Williams Integrity Rlty","44,910278","-93,150124","N"
4422118,"1868 Reaney Ave E","St. Paul","MN",55119,109900,2,1,"Greater East Side",1086,4791,1951,1,"Garage",99,,"N","Keller Williams Premier Realty","44,963734","-93,021523","N"
4440848,"187 Annapolis St E","St. Paul","MN",55118,155900,3,"1,5","West Side",1255,5227,1908,2,"Garage",6,,"N","Coldwell Banker Burnet","44,919842","-93,077484","N"
4435993,"1873 Saint Clair Ave","St. Paul","MN",55105,199850,2,1,"Macalester-Groveland",826,5227,1922,1,"Garage",35,,"N","Keller Williams Integrity RE","44,934566","-93,179398","N"
4410126,"1874 Summit Ave","St. Paul","MN",55105,1799000,5,"4,25","Macalester-Groveland",5702,27442,1928,3,"Garage",135,,"N","Coldwell Banker Burnet","44,940956","-93,179634","N"
4427571,"1881 Jefferson Ave","St. Paul","MN",55105,449900,4,"1,75","Macalester-Groveland",2514,6098,1927,1,"Garage",77,,"N","Dolan Realtors","44,930931","-93,179855","N"
4439627,"1886 E 3rd St","St. Paul","MN",55119,165000,3,"1,75","Battle Creek-Highwood",1529,4791,1967,2,"Garage",11,,"N","RE/MAX Advantage Plus","44,956486","-93,020775","N"
4415837,"1891 Norfolk Ave","St. Paul","MN",55116,279000,3,"1,5","Highland",1568,5662,1912,2,"Garage",118,,"N","RE/MAX Results","44,898327","-93,180298","N"
4359954,"19 Magnolia Ave E","St. Paul","MN",55117,49900,2,1,"North End/South Como",832,,1905,1,"Garage",137,,"N","Edina Realty, Inc.","44,974049","-93,10051","Y"
4440606,"1900 25th Ave N","Minneapolis","MN",55411,150000,3,2,"Jordan",1486,5227,1923,1,"Garage",7,30/4/2013,"Y","Keller Williams Integrity","45,005375","-93,304611","N"
4413161,"1908 Norfolk Ave","St. Paul","MN",55116,299800,4,"1,75","Highland",1742,6098,1932,1,"Garage",119,,"N","Coldwell Banker Burnet","44,89772","-93,181023","N"
4415039,"1911 Minnehaha Ave W","St. Paul","MN",55104,179500,3,"1,25","Hamline-Midway",1248,5619,1905,4,"Garage",119,,"N","RE/MAX Specialists","44,963142","-93,181023","N"
4410177,"1913 Feronia Ave","St. Paul","MN",55104,294999,4,2,"Merriam Park/Lexington-Hamline",2176,5227,1895,1,"Garage",135,,"N","Coldwell Banker Burnet","44,954483","-93,180229","N"
4412893,"1914 Rome Ave","St. Paul","MN",55116,309900,5,"2,75","Highland",2480,7405,1949,1,"Garage",119,,"N","Evolution Realty LLC.","44,913208","-93,181435","N"
4405181,"1918 Juliet Ave","St. Paul","MN",55105,359900,3,"1,5","Macalester-Groveland",1806,5227,1935,2,"Garage",137,,"N","Coldwell Banker Burnet","44,92952","-93,181282","N"
4414396,"192 Wyoming St E","St. Paul","MN",55107,112900,2,1,"West Side",860,4791,1925,2,"Garage",119,,"N","Greater Midwest Realty","44,920166","-93,077171","N"
4440233,"1927 Thomas Ave N","Minneapolis","MN",55411,119900,3,"1,5","Willard - Hay",1308,5227,1924,2,"Garage",8,18/12/2009,"Y","Edina Realty, Inc.","44,999603","-93,31369","N"
4440793,"1931 Cottage Ave E","St. Paul","MN",55119,48000,2,"1,25","Greater East Side",933,,1921,2,"Garage",6,,"N","Re/Max Prodigy","44,983177","-93,018791","N"
4411464,"1931 Nortonia Ave","St. Paul","MN",55119,159900,4,2,"Greater East Side",1915,5662,1951,1,"Garage",119,5/4/2013,"Y","Better Homes and Gardens Real Estate Area Leaders","44,964302","-93,019272","N"
4439089,"1932 Beechwood Ave","St. Paul","MN",55116,429900,4,2,"Highland",2460,9147,1954,3,"Garage",13,,"N","RE/MAX Results","44,915005","-93,182076","N"
4438141,"1935 Roblyn Ave","St. Paul","MN",55104,514000,3,"3,25","Merriam Park/Lexington-Hamline",3542,12196,1890,6,"Garage",18,,"N","Creative Edge Realty LLC","44,951889","-93,182068","N"
4439702,"1948 Maryland Ave E","St. Paul","MN",55119,144900,3,1,"Greater East Side",1536,9147,1954,1,"Garage",10,26/4/2012,"Y","U.S. Home Source Realty, Inc.","44,977242","-93,01825","N"
4424039,"196 Oxford St S","St. Paul","MN",55105,199000,4,3,"Summit Hill",1981,,1916,0,"No Garage",92,,"N","Edina Realty, Inc.","44,935566","-93,143753","N"
4398418,"1974 Beechwood Ave","St. Paul","MN",55116,549900,4,"3,5","Highland",2852,6098,2013,2,"Garage",137,16/7/2013,"Y","RE/MAX Results","44,915821","-93,18335","N"
4427271,"1987 Stanford Ave","St. Paul","MN",55105,344900,4,"1,75","Macalester-Groveland",1532,5227,1924,1,"Garage",77,,"N","New City Real Estate, Incorpor","44,932762","-93,184196","N"
4410186,"1999 Itasca Ave","St. Paul","MN",55116,189900,3,1,"Highland",1398,6098,1952,1,"Garage",135,,"N","Coldwell Banker Burnet","44,907337","-93,184616","N"
4441356,"20 Dewey St","St. Paul","MN",55104,424000,4,3,"Merriam Park/Lexington-Hamline",3142,9583,1976,4,"Garage",2,,"N","Coldwell Banker Burnet","44,942215","-93,178291","N"
4417605,"2013 Field Ave","St. Paul","MN",55116,137000,3,"1,75","Highland",1326,5662,1958,1,"Garage",113,,"N","Edina Realty, Inc.","44,902679","-93,185043","Y"
4427000,"2015 Arlington Ave E","St. Paul","MN",55119,129900,3,1,"Greater East Side",1800,8276,1957,2,"Garage",82,,"N","Edina Realty, Inc.","44,984974","-93,015129","Y"
4439955,"2018 Queen Ave N","Minneapolis","MN",55411,99900,4,"1,75","Willard - Hay",1828,5227,1918,4,"Garage",9,,"N","Rains Real Estate Services","45,000118","-93,309113","N"
4440893,"2032 Juliet Ave","St. Paul","MN",55105,279900,3,"1,75","Macalester-Groveland",1336,5227,1924,2,"Garage",6,,"N","Edina Realty, Inc.","44,929535","-93,186226","N"
4428765,"2041 California Ave E","Maplewood","MN",55119,174900,3,"2,5","Greater East Side",1623,7840,1957,1,"Garage",75,3/9/2013,"Y","Minnesota Real Estate Group","44,991337","-93,01403","N"
4431664,"2043 36th Ave NE","Minneapolis","MN",55418,149900,3,"1,5","Waite Park",1406,5227,1959,1,"Garage",57,,"N","RE/MAX Results","45,033623","-93,231071","N"
4397338,"2044 Hyacinth Ave E","St. Paul","MN",55119,144900,4,2,"Greater East Side",1400,7405,1954,1,"Garage",137,,"N","Sunset Realty","44,979996","-93,014175","Y"
4387184,"205 S Lexington Pkwy","St. Paul","MN",55105,179900,3,1,"Summit Hill",1064,5227,1962,1,"Garage",137,,"N","Coldwell Banker Burnet","44,93528","-93,146996","N"
4429015,"2054 5th St E","St. Paul","MN",55119,169900,3,"1,5","Battle Creek-Highwood",1943,10454,1953,1,"Garage",72,,"N","CENTURY 21 Jay Blank Realty In","44,959217","-93,013817","N"
4410023,"2062 4th St E","St. Paul","MN",55119,89900,3,1,"Battle Creek-Highwood",624,10454,1921,0,"No Garage",136,4/4/2013,"Y","Keller Williams Premier Realty","44,958298","-93,013344","N"
4428961,"2065 Suburban Ave","St. Paul","MN",55119,179000,4,"2,25","Battle Creek-Highwood",1857,6098,1959,3,"Garage",72,24/5/2013,"Y","RE/MAX Results","44,950401","-93,013329","N"
4431584,"2074 Princeton Ave","St. Paul","MN",55105,314900,3,"1,75","Macalester-Groveland",1725,4791,1922,4,"Garage",57,,"N","Capital Property Management","44,935867","-93,18811","N"
4429629,"2078 4th St E","St. Paul","MN",55119,135500,3,"1,75","Battle Creek-Highwood",1200,4356,1954,1,"Garage",70,7/2/2012,"Y","RE/MAX Specialists","44,958298","-93,012817","N"
4430786,"21 Mcknight Rd N","St. Paul","MN",55119,164900,4,2,"Battle Creek-Highwood",2009,9147,1964,2,"Garage",65,,"N","Edina Realty, Inc.","44,941761","-93,005386","Y"
4380281,"21 Orme Ct","St. Paul","MN",55116,650000,4,"2,75","Highland",3880,9147,1961,2,"Garage",137,,"N","Lentsch Company","44,909416","-93,179977","N"
4434676,"2104 Bush Ave E","St. Paul","MN",55119,149900,3,"1,75","Greater East Side",1647,6534,1954,2,"Garage",43,25/9/2009,"Y","Coldwell Banker Burnet","44,964619","-93,011681","N"
4437622,"2106 Douglynn Ln","St. Paul","MN",55119,178900,3,"1,75","Battle Creek-Highwood",1387,136778,1964,2,"Garage",20,,"N","Keller Williams Premier Realty","44,908077","-93,01046","N"
4345181,"2108 Lower Saint Dennis Rd","St. Paul","MN",55116,799000,5,3,"Highland",3927,125452,1952,2,"Garage",137,,"N","RE/MAX Results","44,905556","-93,166077","N"
4437247,"2110 Lyndale Ave N","Minneapolis","MN",55411,82500,5,"1,5","Hawthorne",1320,6534,1901,0,"No Garage",23,,"N","Best Realty Inc","45,000618","-93,28756","N"
4404954,"2114 Sheridan Ave N","Minneapolis","MN",55411,69900,3,1,"Willard - Hay",1600,5227,1909,2,"Garage",137,31/3/2008,"Y","RE/MAX Results","45,001087","-93,311684","N"
4438210,"212 Ann St","St. Paul","MN",55102,149900,2,"1,5","West Seventh",1296,1306,1870,0,"No Garage",16,15/8/2008,"Y","Realty Connect LLC","44,935165","-93,113876","N"
4417057,"2122 Russell Ave N","Minneapolis","MN",55411,100000,4,"1,5","Willard - Hay",1964,5662,1930,2,"Garage",114,,"N","Greenway Homes Realty","45,001324","-93,310394","N"
4435860,"2135 N 6th St","Minneapolis","MN",55411,105900,4,"1,5","Hawthorne",2198,4356,1910,1,"Garage",36,,"N","RE/MAX Results","45,001331","-93,286758","N"
4426962,"2139 Juliet Ave","St. Paul","MN",55105,329900,3,"1,5","Macalester-Groveland",1691,4791,1924,1,"Garage",82,,"N","RE/MAX Results","44,930038","-93,19075","N"
4419384,"2147 Iglehart Ave","St. Paul","MN",55104,1195000,6,"4,5","Merriam Park/Lexington-Hamline",6328,16988,1910,2,"Garage",107,,"N","P L Dorn Company Inc","44,949982","-93,190994","N"
4440869,"2147 Randolph Ave","St. Paul","MN",55105,556877,4,"3,25","Macalester-Groveland",2573,4791,1923,3,"Garage",6,8/5/2013,"Y","eGreen Realty & Property Management","44,927338","-93,191055","N"
4441708,"215 Maryland Ave W","St. Paul","MN",55117,79500,3,,"North End/South Como",1091,5227,1925,1,"Garage",1,16/4/2010,"Y","Guardia Properties","44,977676","-93,109253","N"
4439118,"215 W 42nd St","Minneapolis","MN",55409,209900,2,1,"King Field",814,2178,1924,1,"Garage",13,30/10/2009,"Y","RE/MAX Results","44,926636","-93,282555","N"
4346545,"2165 Lower Saint Dennis Rd","St. Paul","MN",55116,1325000,4,"5,75","Highland",6783,35283,1953,3,"Garage",137,,"N","Coldwell Banker Burnet","44,90678","-93,170746","N"
4434420,"2166 Niles Ave","St. Paul","MN",55116,364500,4,"2,25","Highland",2432,5662,1936,1,"Garage",44,,"N","Edina Realty, Inc.","44,924976","-93,191895","N"
4418053,"2172 Larry Ho Dr","St. Paul","MN",55119,199900,5,"2,25","Battle Creek-Highwood",2767,7840,1968,2,"Garage",112,,"N","Edina Realty, Inc.","44,943439","-93,008591","N"
4389208,"218 Amherst St","St. Paul","MN",55105,360000,3,1,"Macalester-Groveland",1211,6534,1916,1,"Garage",137,20/3/2012,"Y","BuySelf, Inc","44,935001","-93,173004","N"
4440290,"2188 Ross Ave E","St. Paul","MN",55119,134900,4,1,"Greater East Side",1709,6534,1960,2,"Garage",8,,"N","Homes Plus Realty","44,965523","-93,008591","N"
4441064,"2201 Eleanor Ave","St. Paul","MN",55116,249900,2,"1,25","Highland",994,4791,1929,1,"Garage",5,,"N","Coldwell Banker Burnet","44,920944","-93,193451","N"
4366720,"2201 Washington St NE","Minneapolis","MN",55418,119500,2,1,"Holland",1073,6969,1916,4,"Garage",137,,"N","RE/MAX Results","45,010162","-93,256371","N"
4435381,"2208 5th St NE","Minneapolis","MN",55418,99900,2,"1,75","Holland",1220,6534,1900,1,"Garage",40,,"N","RE/MAX Specialists","45,010315","-93,260712","N"
4383264,"2216 Bayard Ave","St. Paul","MN",55116,479000,4,"1,75","Highland",2358,7405,1935,1,"Garage",137,29/9/2008,"Y","Coldwell Banker Burnet","44,922249","-93,194115","N"
4439545,"2218 Hayes St NE","Minneapolis","MN",55418,260000,3,"1,5","Windom Park",1488,5227,1909,4,"Garage",12,12/9/2013,"Y","Re/Max Prodigy","45,010235","-93,234962","N"
4440889,"2219 St Clair Ave","St. Paul","MN",55105,649900,5,"3,25","Macalester-Groveland",3222,6098,1928,4,"Garage",6,,"N","Edina Realty, Inc.","44,934578","-93,19426","N"
4420097,"2225 Cardinal Pl","St. Paul","MN",55119,194500,3,"1,75","Battle Creek-Highwood",1814,7405,1960,4,"Garage",106,,"N","RE/MAX Specialists","44,939663","-93,006386","N"
4439629,"2249 DELLRIDGE Ave","St. Paul","MN",55119,125000,4,"1,5","Battle Creek-Highwood",1520,,1961,1,"Garage",11,,"N","RE/MAX Results","44,938816","-93,005432","N"
4440111,"225 Hoyt Ave W","St. Paul","MN",55117,113900,2,"1,75","North End/South Como",1296,4791,1951,2,"Garage",8,,"N","Edina Realty, Inc.","44,988358","-93,110039","N"
4429171,"2253 Falcon Ave","St. Paul","MN",55119,129000,4,"2,25","Battle Creek-Highwood",1790,7405,1967,2,"Garage",72,22/6/2009,"Y","Keller Williams Premier Realty","44,937168","-93,005188","N"
4430034,"23 Belvidere St W","St. Paul","MN",55107,78980,2,1,"West Side",1415,7405,1939,1,"Garage",69,,"N","Keller Williams Premier Realty","44,922497","-93,085938","N"
4418513,"2300 Humboldt Ave S","Minneapolis","MN",55405,769000,5,"3,25","East Isles",3715,7405,1912,2,"Garage",111,,"N","Keller Williams Integrity","44,959976","-93,298607","N"
4402720,"2301 Beverly Rd","St. Paul","MN",55104,206000,2,1,"Merriam Park/Lexington-Hamline",1358,11761,1938,1,"Garage",137,21/10/2009,"Y","RE/MAX Results","44,955853","-93,195251","N"
4403267,"2301 Irving Ave N","Minneapolis","MN",55411,125000,3,"1,5","Jordan",1468,5227,1909,2,"Garage",137,18/7/2012,"Y","Counselor Realty, Inc","45,002533","-93,299576","N"
4386602,"2304 36th St E","Minneapolis","MN",55406,234900,3,2,"Corcoran",1277,7405,1996,2,"Garage",137,30/1/2009,"Y","Wallin Residential Properties,","44,937901","-93,238503","N"
4435475,"2305 22nd Ave NE","Minneapolis","MN",55418,229900,4,2,"Windom Park",1288,5227,1926,1,"Garage",39,,"N","Coldwell Banker Burnet","45,009861","-93,227776","N"
4428774,"2310 Irving Ave N","Minneapolis","MN",55411,83900,3,1,"Jordan",1761,6534,1907,1,"Garage",75,,"N","Keller Williams Integrity","45,002991","-93,298637","N"
4396641,"2315 Long Ave","St. Paul","MN",55114,150000,4,2,"St. Anthony Park",1686,6969,1900,1,"Garage",137,,"N","Tangletown Realty","44,967377","-93,195786","N"
4425889,"2317 E 35th St","Minneapolis","MN",55406,119900,2,1,"Corcoran",732,4791,1914,1,"Garage",85,17/12/2007,"Y","Keller Williams Integrity","44,939301","-93,238045","N"
4428250,"2324 Logan Ave N","Minneapolis","MN",55411,69900,4,"1,5","Jordan",3000,3484,1892,2,"Garage",76,29/12/2009,"Y","Bridge Realty","45,003086","-93,304558","N"
4414148,"235 Wheeler St S","St. Paul","MN",55105,279900,3,"1,75","Macalester-Groveland",1355,5227,1915,2,"Garage",119,29/5/2013,"Y","Edina Realty, Inc.","44,934448","-93,175499","N"
4393422,"2350 W Lake Of The Isles Pkwy","Minneapolis","MN",55405,2895000,6,"5,75","Kenwood",7436,14374,1929,3,"Garage",137,,"N","Coldwell Banker Burnet","44,95879","-93,307182","N"
4441463,"2401 Sheridan Ave S","Minneapolis","MN",55405,549900,4,"1,75","Kenwood",1945,5227,1908,2,"Garage",2,28/3/2013,"Y","Roger Fazendin REALTORS, Inc","44,959061","-93,312729","N"
4421369,"2407 2nd St NE","Minneapolis","MN",55418,385000,5,"3,25","Bottineau",2568,20908,1901,2,"Garage",103,,"N","Steve Gouert Real Estate","45,012432","-93,265694","N"
4432619,"2409 Bryant Ave S","Minneapolis","MN",55405,485000,5,"1,75","Lowry Hill East",3422,5662,1895,2,"Garage",56,,"N","Edina Realty, Inc.","44,958714","-93,290199","N"
4441237,"241 Page St E","St. Paul","MN",55107,79000,2,"1,25","West Side",1164,4791,1886,2,"Garage",4,,"N","LTD Realty","44,925117","-93,075577","N"
4439844,"2414 Aldrich Ave N","Minneapolis","MN",55411,105000,4,2,"Hawthorne",1064,7840,1906,2,"Garage",9,28/6/2010,"Y","CENTURY 21 MarketLink Realty","45,004261","-93,289085","N"
4434863,"2415 24th Ave N","Minneapolis","MN",55411,40000,3,1,"Willard - Hay",1086,4356,1911,1,"Garage",42,23/9/2009,"Y","Americas Realty Group LLC","45,003975","-93,311378","N"
4333065,"2416 14th Ave S","Minneapolis","MN",55404,149900,4,2,"Midtown Phillips",1624,4356,1900,1,"Garage",137,29/2/2012,"Y","Real FIC Realty","44,958511","-93,255249","N"
4441320,"2425 33rd Ave S","Minneapolis","MN",55406,250000,3,1,"Seward",1560,6534,1908,1,"Garage",2,,"N","RE/MAX Results","44,95837","-93,223541","N"
4119759,"2505 E Lake of The Isles Pkwy","Minneapolis","MN",55405,3750000,5,5,"East Isles",6500,39639,1958,3,"Garage",137,,"N","Lakes Sotheby's International","44,958099","-93,302704","N"
4427384,"2506 Sheridan Ave S","Minneapolis","MN",55405,995000,4,"2,75","Kenwood",3119,7840,1927,2,"Garage",77,,"N","Coldwell Banker Burnet","44,957294","-93,313454","N"
4441485,"2507 12th Ave S","Minneapolis","MN",55404,160000,3,"1,5","Midtown Phillips",1878,6098,1994,1,"Garage",2,,"N","Edina Realty, Inc.","44,956982","-93,257103","N"
4440626,"2507 Thomas Ave N","Minneapolis","MN",55411,119900,2,1,"Willard - Hay",1369,6534,1905,2,"Garage",6,17/7/2008,"Y","RE/MAX Advantage Plus","45,005322","-93,31369","N"
4438897,"2508 Pleasant Ave","Minneapolis","MN",55404,239900,3,"2,5","Whittier",1694,4791,1907,2,"Garage",14,,"N","RE/MAX Results","44,956963","-93,283363","N"
4401467,"2516 W Lake Of The Isles Pkwy","Minneapolis","MN",55405,1935000,5,3,"Kenwood",5008,6534,1929,2,"Garage",137,,"N","Lakes Sotheby's International","44,957829","-93,312782","N"
4431083,"2538 Johnson St NE","Minneapolis","MN",55418,158000,2,1,"Audubon Park",1498,5227,1912,1,"Garage",64,,"N","Coldwell Banker Burnet","45,01437","-93,237511","N"
4426545,"2538 Monroe St NE","Minneapolis","MN",55418,144900,3,"1,25","Holland",1200,,1900,2,"Garage",83,,"N","Customer Driven Realty","45,014442","-93,252785","N"
4434877,"2543 NE Madison St NE","Minneapolis","MN",55418,119900,2,"1,5","Holland",671,5662,1946,1,"Garage",42,,"N","Customer Driven Realty","45,014572","-93,253975","N"
4120319,"2544 W Lake of The Isles Pkwy","Minneapolis","MN",55405,1995000,3,"2,75","Kenwood",5084,9147,1916,2,"Garage",137,,"N","Coldwell Banker Burnet","44,956615","-93,312813","N"
4414801,"26 Hilltop Ln","St. Paul","MN",55116,299000,3,"1,75","Highland",1899,8712,1952,3,"Garage",119,8/6/2009,"Y","Edina Realty, Inc.","44,908173","-93,174927","N"
4437833,"260 Page St E","St. Paul","MN",55107,159990,3,"1,5","West Side",1075,4356,1911,4,"Garage",19,29/5/2013,"Y","RE/MAX Results","44,924614","-93,074959","N"
4428437,"2606 Hayes St NE","Minneapolis","MN",55418,217500,3,"1,75","Audubon Park",1675,5227,1922,1,"Garage",76,28/6/2013,"Y","RE/MAX Results","45,015247","-93,23497","N"
4410925,"2616 36th Ave S","Minneapolis","MN",55406,164900,2,1,"Seward",1021,5227,1908,1,"Garage",119,,"N","Edina Realty, Inc.","44,954918","-93,220749","N"
4438422,"2625 14th Ave S","Minneapolis","MN",55407,139900,3,1,"Midtown Phillips",1345,5662,1908,2,"Garage",15,,"N","Coldwell Banker Burnet","44,954685","-93,254601","N"
4358128,"2629 E Lake Of The Isles Pkwy","Minneapolis","MN",55408,1995000,4,5,"East Isles",5866,7840,1908,4,"Garage",137,,"N","Coldwell Banker Burnet","44,956608","-93,3032","N"
4436095,"2634 Fillmore St NE","Minneapolis","MN",55418,214900,3,"1,5","Audubon Park",1344,6969,1925,2,"Garage",34,27/8/2013,"Y","High Pointe Realty, Inc.","45,016132","-93,242653","N"
4440968,"265 Cesar Chavez St","St. Paul","MN",55107,189900,3,"1,75","West Side",1747,6969,1906,2,"Garage",5,23/8/2013,"Y","Coldwell Banker Burnet","44,928936","-93,073929","N"
4405092,"2650 Benjamin St NE","Minneapolis","MN",55418,159900,2,1,"Audubon Park",1082,5227,1946,1,"Garage",137,,"N","Edina Realty, Inc.","45,016472","-93,229813","N"
4411652,"2651 Dupont Ave N","Minneapolis","MN",55411,77000,5,1,"Hawthorne",1536,,1914,2,"Garage",119,,"N","Talbot Realty","45,007488","-93,293411","Y"
4415763,"2700 W 43rd St","Minneapolis","MN",55410,935000,4,3,"Linden Hills",2630,4356,2013,2,"Garage",119,2/5/2013,"Y","Lakes Sotheby's International","44,924568","-93,31279","N"
4428985,"271 Winona St E","St. Paul","MN",55107,159500,3,"1,75","West Side",1248,4791,1926,2,"Garage",72,,"N","Coldwell Banker Burnet","44,921539","-93,074249","N"
4432201,"2710 Grand St NE","Minneapolis","MN",55418,169900,3,1,"Marshall Terrace",1580,4791,1955,2,"Garage",57,26/9/2013,"Y","Edina Realty, Inc.","45,017147","-93,270401","N"
4408399,"2712 Drew Avenue S","Minneapolis","MN",55416,848900,5,"3,5","Cedar - Isles - Dean",3602,6534,2013,2,"Garage",137,,"N","Coldwell Banker Burnet","44,953175","-93,32639","N"
4440599,"2717 W 60th St","Minneapolis","MN",55410,229900,3,"1,5","Armatage",1410,5749,1946,1,"Garage",7,19/9/2013,"Y","Better Homes and Gardens Real Estate-All Seasons","44,894096","-93,314636","N"
4436191,"2721 Humboldt Ave N","Minneapolis","MN",55411,135000,4,2,"Jordan",2992,4356,2004,2,"Garage",34,15/10/2008,"Y","Empire Realty LLC","45,00806","-93,298276","N"
4422591,"2731 17th Ave S","Minneapolis","MN",55407,139900,4,"2,75","East Phillips",1721,4791,1903,1,"Garage",98,,"N","Anderson Realty","44,952663","-93,249527","Y"
4440720,"2740 42nd Ave S","Minneapolis","MN",55406,475000,4,"1,75","Cooper",1925,5227,1924,1,"Garage",6,25/1/2012,"Y","RE/MAX Results","44,952461","-93,213135","N"
4440937,"2808 32nd Ave S","Minneapolis","MN",55406,159900,3,1,"Longfellow",1086,5662,1900,1,"Garage",5,6/5/2008,"Y","ETC Realty LLC","44,951519","-93,226059","Y"
4423104,"2810 33rd Ave N","Minneapolis","MN",55412,63000,2,1,"Cleveland",1374,5052,1925,2,"Garage",96,,"N","Edina Realty, Inc.","45,015198","-93,316231","N"
4436976,"2811 Hayes St NE","Minneapolis","MN",55418,239900,4,"1,75","Audubon Park",2216,5227,1923,2,"Garage",26,15/5/2013,"Y","Keller Williams Integrity RE","45,018993","-93,2342","N"
4436308,"2811 W 40th St","Minneapolis","MN",55410,794000,4,3,"Linden Hills",3091,5227,1900,2,"Garage",33,,"N","Coldwell Banker Burnet","44,930225","-93,315216","N"
4438130,"2813 S 13th Ave","Minneapolis","MN",55407,134900,2,1,"Midtown Phillips",1082,4791,1903,2,"Garage",18,7/6/2013,"Y","EXIT Realty Metro","44,951515","-93,255913","N"
4418631,"2814 Oliver Ave N","Minneapolis","MN",55411,19900,2,1,"Jordan",900,5227,1911,1,"Garage",110,1/5/2012,"Y","RE/MAX Results","45,009125","-93,306595","N"
4403123,"2815 14th Ave S","Minneapolis","MN",55407,130000,2,"1,5","Midtown Phillips",2728,3484,1900,1,"Garage",137,,"N","The Ewing Group, LLC","44,951389","-93,254654","N"
4405611,"2816 38th Ave S","Minneapolis","MN",55406,205000,3,"0,75","Longfellow",1421,5227,1906,1,"Garage",137,,"N","Find A Home Realty Inc","44,951328","-93,218201","N"
4434982,"2816 Robbins St","Minneapolis","MN",55410,759900,5,"3,5","Armatage",3564,5227,2013,2,"Garage",41,12/10/2012,"Y","Coldwell Banker Burnet","44,90456","-93,315552","N"
4441785,"2818 Irving Ave N","Minneapolis","MN",55411,100000,3,1,"Jordan",1444,5227,1958,1,"Garage",1,16/8/2013,"Y","Home Smart Realty, Inc.","45,009163","-93,298996","N"
4429666,"282 Sherburne Ave","St. Paul","MN",55103,69900,2,1,"Thomas-Dale (Frogtown)",1337,4791,1890,0,"No Garage",70,,"N","RE/MAX Specialists","44,956448","-93,111977","N"
4434687,"2820 35th Ave S","Minneapolis","MN",55406,168700,2,1,"Longfellow",984,4791,1925,2,"Garage",43,,"N","Edina Realty, Inc.","44,951237","-93,222023","N"
4428103,"2826 W River Pkwy","Minneapolis","MN",55406,875000,5,3,"Cooper",4500,17859,1918,5,"Garage",77,,"N","Edina Realty, Inc.","44,951519","-93,210213","N"
4437826,"2829 36th Ave S","Minneapolis","MN",55406,199900,3,"1,5","Longfellow",1549,,1911,2,"Garage",19,,"N","Edina Realty, Inc.","44,951008","-93,220016","N"
4435212,"2830 17th Ave N","Minneapolis","MN",55411,145000,3,1,"Willard - Hay",1575,5227,1948,4,"Garage",40,1/3/2008,"Y","Coldwell Banker Burnet","44,997311","-93,317169","N"
4409086,"2840 41st Ave S","Minneapolis","MN",55406,174900,2,1,"Cooper",814,5227,1925,1,"Garage",137,16/10/2009,"Y","Home Avenue - FSBO","44,950649","-93,214378","N"
4430890,"285 Brimhall St","St. Paul","MN",55105,379900,3,"2,75","Macalester-Groveland",2246,4791,2003,2,"Garage",64,22/6/2009,"Y","Edina Realty, Inc.","44,932919","-93,166077","N"
4197602,"29 Benhill Rd","St. Paul","MN",55105,439900,3,"1,5","Summit Hill",2118,13068,1957,3,"Garage",137,,"N","RE/MAX Results","44,932194","-93,142609","N"
4433107,"290 Harrison Ave","St. Paul","MN",55102,51500,3,1,"West Seventh",1419,6098,1869,2,"Garage",51,,"N","RE/MAX Results","44,939312","-93,112396","N"
4441632,"2905 31st Ave S","Minneapolis","MN",55406,199990,3,"1,75","Longfellow",1266,5662,1925,2,"Garage",1,7/10/2013,"Y","RE/MAX Results","44,949921","-93,226677","N"
4421844,"2906 Thomas Ave N","Minneapolis","MN",55411,99900,3,1,"Jordan",1490,4791,1926,1,"Garage",100,12/4/2013,"Y","RE/MAX Results","45,00988","-93,31295","N"
4441336,"2908 Buchanan St NE","Minneapolis","MN",55418,104900,2,1,"Audubon Park",1005,3920,1912,1,"Garage",2,,"N","RE/MAX Advantage Plus","45,020714","-93,239929","N"
4420747,"2909 Drew Ave S","Minneapolis","MN",55416,545000,3,"1,5","Cedar - Isles - Dean",2003,6534,1926,2,"Garage",104,,"N","Edina Realty, Inc.","44,949421","-93,325867","N"
4440352,"2909 W 48th St","Minneapolis","MN",55410,289000,2,1,"Fulton",1358,2178,1914,1,"Garage",7,,"N","RE/MAX Results","44,915913","-93,316833","N"
4431103,"2911 Knox Ave N","Minneapolis","MN",55411,58800,4,1,"Jordan",2460,4791,1923,2,"Garage",64,,"N","REALHome Services and Solutions, Inc","45,00996","-93,302254","N"
4408986,"2914 Ewing Ave S","Minneapolis","MN",55416,525000,3,"2,25","Cedar - Isles - Dean",2920,12196,1932,2,"Garage",137,,"N","Edina Realty, Inc.","44,949806","-93,327118","N"
